Name,Roll No,Batch,Department
Student_1375,Roll1375,22,Artificial Intelligence
Student_1376,Roll1376,21,Computer Science
Student_1377,Roll1377,22,Computer Science
Student_1378,Roll1378,21,Software Engineering
Student_1379,Roll1379,21,Artificial Intelligence
Student_1380,Roll1380,22,Software Engineering
Student_1381,Roll1381,22,Electrical Engineering
Student_1382,Roll1382,23,Computer Science
Student_1383,Roll1383,23,Artificial Intelligence
Student_1384,Roll1384,23,Software Engineering
Student_1385,Roll1385,23,Electrical Engineering
Student_1386,Roll1386,22,Electrical Engineering
Student_1387,Roll1387,22,Electrical Engineering
Student_1388,Roll1388,21,Computer Science
Student_1389,Roll1389,23,Electrical Engineering
Student_1390,Roll1390,23,Computer Science
Student_1391,Roll1391,24,Business Analytics
Student_1392,Roll1392,24,Computer Science
Student_1393,Roll1393,21,Artificial Intelligence
Student_1394,Roll1394,21,Business Analytics
Student_1395,Roll1395,23,Artificial Intelligence
Student_1396,Roll1396,21,Business Analytics
Student_1397,Roll1397,24,Business Analytics
Student_1398,Roll1398,23,Business Analytics
Student_1399,Roll1399,23,Computer Science
Student_1400,Roll1400,22,Business Analytics
Student_1401,Roll1401,23,Artificial Intelligence
Student_1402,Roll1402,22,Electrical Engineering
Student_1403,Roll1403,22,Computer Science
Student_1404,Roll1404,22,Electrical Engineering
Student_1405,Roll1405,21,Artificial Intelligence
Student_1406,Roll1406,21,Business Analytics
Student_1407,Roll1407,24,Software Engineering
Student_1408,Roll1408,21,Artificial Intelligence
Student_1409,Roll1409,22,Software Engineering
Student_1410,Roll1410,23,Software Engineering
Student_1411,Roll1411,21,Computer Science
Student_1412,Roll1412,22,Electrical Engineering
Student_1413,Roll1413,22,Software Engineering
Student_1414,Roll1414,23,Artificial Intelligence
Student_1415,Roll1415,21,Software Engineering
Student_1416,Roll1416,24,Computer Science
Student_1417,Roll1417,24,Business Analytics
Student_1418,Roll1418,23,Computer Science
Student_1419,Roll1419,21,Electrical Engineering
Student_1420,Roll1420,24,Electrical Engineering
Student_1421,Roll1421,24,Artificial Intelligence
Student_1422,Roll1422,24,Electrical Engineering
Student_1423,Roll1423,24,Business Analytics
Student_1424,Roll1424,21,Computer Science
Student_1425,Roll1425,23,Computer Science
Student_1426,Roll1426,22,Software Engineering
Student_1427,Roll1427,23,Business Analytics
Student_1428,Roll1428,22,Computer Science
Student_1429,Roll1429,21,Software Engineering
Student_1430,Roll1430,22,Business Analytics
Student_1431,Roll1431,21,Computer Science
Student_1432,Roll1432,21,Artificial Intelligence
Student_1433,Roll1433,21,Business Analytics
Student_1434,Roll1434,21,Electrical Engineering
Student_1435,Roll1435,23,Artificial Intelligence
Student_1436,Roll1436,21,Electrical Engineering
Student_1437,Roll1437,22,Electrical Engineering
Student_1438,Roll1438,21,Software Engineering
Student_1439,Roll1439,22,Computer Science
Student_1440,Roll1440,22,Software Engineering
Student_1441,Roll1441,22,Artificial Intelligence
Student_1442,Roll1442,22,Artificial Intelligence
Student_1443,Roll1443,22,Artificial Intelligence
Student_1444,Roll1444,22,Electrical Engineering
Student_1445,Roll1445,22,Business Analytics
Student_1446,Roll1446,24,Computer Science
Student_1447,Roll1447,24,Artificial Intelligence
Student_1448,Roll1448,24,Business Analytics
Student_1449,Roll1449,23,Business Analytics
Student_1450,Roll1450,22,Computer Science
Student_1451,Roll1451,21,Business Analytics
Student_1452,Roll1452,23,Software Engineering
Student_1453,Roll1453,24,Computer Science
Student_1454,Roll1454,23,Business Analytics
Student_1455,Roll1455,22,Electrical Engineering
Student_1456,Roll1456,24,Software Engineering
Student_1457,Roll1457,24,Artificial Intelligence
Student_1458,Roll1458,22,Software Engineering
Student_1459,Roll1459,21,Computer Science
Student_1460,Roll1460,24,Artificial Intelligence
Student_1461,Roll1461,22,Business Analytics
Student_1462,Roll1462,21,Software Engineering
Student_1463,Roll1463,22,Electrical Engineering
Student_1464,Roll1464,24,Business Analytics
Student_1465,Roll1465,21,Artificial Intelligence
Student_1466,Roll1466,24,Computer Science
Student_1467,Roll1467,22,Artificial Intelligence
Student_1468,Roll1468,21,Software Engineering
Student_1469,Roll1469,24,Computer Science
Student_1470,Roll1470,24,Computer Science
Student_1471,Roll1471,24,Computer Science
Student_1472,Roll1472,21,Software Engineering
Student_1473,Roll1473,24,Electrical Engineering
Student_1474,Roll1474,24,Software Engineering
Student_1475,Roll1475,21,Artificial Intelligence
Student_1476,Roll1476,24,Electrical Engineering
Student_1477,Roll1477,21,Computer Science
Student_1478,Roll1478,21,Computer Science
Student_1479,Roll1479,24,Electrical Engineering
Student_1480,Roll1480,21,Artificial Intelligence
Student_1481,Roll1481,24,Artificial Intelligence
Student_1482,Roll1482,21,Software Engineering
Student_1483,Roll1483,22,Business Analytics
Student_1484,Roll1484,23,Business Analytics
Student_1485,Roll1485,24,Computer Science
Student_1486,Roll1486,24,Business Analytics
Student_1487,Roll1487,23,Software Engineering
Student_1488,Roll1488,24,Electrical Engineering
Student_1489,Roll1489,21,Computer Science
Student_1490,Roll1490,22,Business Analytics
Student_1491,Roll1491,23,Software Engineering
Student_1492,Roll1492,22,Business Analytics
Student_1493,Roll1493,23,Electrical Engineering
Student_1494,Roll1494,22,Electrical Engineering
Student_1495,Roll1495,23,Software Engineering
Student_1496,Roll1496,23,Electrical Engineering
Student_1497,Roll1497,21,Electrical Engineering
Student_1498,Roll1498,24,Electrical Engineering
Student_1499,Roll1499,22,Computer Science
Student_1500,Roll1500,24,Electrical Engineering
Student_1501,Roll1501,21,Business Analytics
Student_1502,Roll1502,22,Computer Science
Student_1503,Roll1503,23,Artificial Intelligence
Student_1504,Roll1504,21,Business Analytics
Student_1505,Roll1505,23,Software Engineering
Student_1506,Roll1506,23,Software Engineering
Student_1507,Roll1507,24,Electrical Engineering
Student_1508,Roll1508,21,Software Engineering
Student_1509,Roll1509,21,Business Analytics
Student_1510,Roll1510,24,Business Analytics
Student_1511,Roll1511,23,Computer Science
Student_1512,Roll1512,22,Computer Science
Student_1513,Roll1513,24,Business Analytics
Student_1514,Roll1514,24,Computer Science
Student_1515,Roll1515,22,Artificial Intelligence
Student_1516,Roll1516,21,Electrical Engineering
Student_1517,Roll1517,24,Software Engineering
Student_1518,Roll1518,21,Business Analytics
Student_1519,Roll1519,21,Computer Science
Student_1520,Roll1520,21,Software Engineering
Student_1521,Roll1521,22,Software Engineering
Student_1522,Roll1522,23,Computer Science
Student_1523,Roll1523,22,Artificial Intelligence
Student_1524,Roll1524,21,Business Analytics
Student_1525,Roll1525,22,Software Engineering
Student_1526,Roll1526,22,Computer Science
Student_1527,Roll1527,21,Artificial Intelligence
Student_1528,Roll1528,21,Electrical Engineering
Student_1529,Roll1529,24,Business Analytics
Student_1530,Roll1530,24,Computer Science
Student_1531,Roll1531,23,Computer Science
Student_1532,Roll1532,22,Business Analytics
Student_1533,Roll1533,23,Software Engineering
Student_1534,Roll1534,21,Electrical Engineering
Student_1535,Roll1535,21,Business Analytics
Student_1536,Roll1536,24,Artificial Intelligence
Student_1537,Roll1537,24,Computer Science
Student_1538,Roll1538,22,Computer Science
Student_1539,Roll1539,21,Artificial Intelligence
Student_1540,Roll1540,24,Artificial Intelligence
Student_1541,Roll1541,21,Business Analytics
Student_1542,Roll1542,21,Electrical Engineering
Student_1543,Roll1543,21,Software Engineering
Student_1544,Roll1544,22,Artificial Intelligence
Student_1545,Roll1545,23,Business Analytics
Student_1546,Roll1546,22,Electrical Engineering
Student_1547,Roll1547,24,Business Analytics
Student_1548,Roll1548,22,Computer Science
Student_1549,Roll1549,23,Software Engineering
Student_1550,Roll1550,22,Software Engineering
Student_1551,Roll1551,22,Business Analytics
Student_1552,Roll1552,23,Electrical Engineering
Student_1553,Roll1553,21,Computer Science
Student_1554,Roll1554,22,Software Engineering
Student_1555,Roll1555,22,Software Engineering
Student_1556,Roll1556,22,Software Engineering
Student_1557,Roll1557,23,Electrical Engineering
Student_1558,Roll1558,23,Software Engineering
Student_1559,Roll1559,23,Electrical Engineering
Student_1560,Roll1560,21,Software Engineering
Student_1561,Roll1561,22,Computer Science
Student_1562,Roll1562,22,Business Analytics
Student_1563,Roll1563,21,Business Analytics
Student_1564,Roll1564,21,Electrical Engineering
Student_1565,Roll1565,22,Electrical Engineering
Student_1566,Roll1566,24,Electrical Engineering
Student_1567,Roll1567,21,Business Analytics
Student_1568,Roll1568,23,Artificial Intelligence
Student_1569,Roll1569,22,Computer Science
Student_1570,Roll1570,21,Artificial Intelligence
Student_1571,Roll1571,24,Computer Science
Student_1572,Roll1572,24,Business Analytics
Student_1573,Roll1573,23,Electrical Engineering
Student_1574,Roll1574,24,Business Analytics
Student_1575,Roll1575,23,Artificial Intelligence
Student_1576,Roll1576,23,Artificial Intelligence
Student_1577,Roll1577,23,Business Analytics
Student_1578,Roll1578,23,Electrical Engineering
Student_1579,Roll1579,21,Software Engineering
Student_1580,Roll1580,22,Business Analytics
Student_1581,Roll1581,22,Software Engineering
Student_1582,Roll1582,21,Software Engineering
Student_1583,Roll1583,23,Business Analytics
Student_1584,Roll1584,22,Computer Science
Student_1585,Roll1585,21,Business Analytics
Student_1586,Roll1586,21,Computer Science
Student_1587,Roll1587,24,Electrical Engineering
Student_1588,Roll1588,21,Software Engineering
Student_1589,Roll1589,24,Computer Science
Student_1590,Roll1590,24,Software Engineering
Student_1591,Roll1591,21,Business Analytics
Student_1592,Roll1592,21,Artificial Intelligence
Student_1593,Roll1593,23,Software Engineering
Student_1594,Roll1594,24,Artificial Intelligence
Student_1595,Roll1595,23,Electrical Engineering
Student_1596,Roll1596,22,Software Engineering
Student_1597,Roll1597,23,Electrical Engineering
Student_1598,Roll1598,23,Electrical Engineering
Student_1599,Roll1599,23,Electrical Engineering
Student_1600,Roll1600,23,Computer Science
Student_1601,Roll1601,23,Electrical Engineering
Student_1602,Roll1602,24,Electrical Engineering
Student_1603,Roll1603,23,Business Analytics
Student_1604,Roll1604,22,Business Analytics
Student_1605,Roll1605,22,Artificial Intelligence
Student_1606,Roll1606,22,Electrical Engineering
Student_1607,Roll1607,24,Computer Science
Student_1608,Roll1608,21,Business Analytics
Student_1609,Roll1609,23,Electrical Engineering
Student_1610,Roll1610,23,Computer Science
Student_1611,Roll1611,24,Business Analytics
Student_1612,Roll1612,22,Computer Science
Student_1613,Roll1613,21,Business Analytics
Student_1614,Roll1614,23,Artificial Intelligence
Student_1615,Roll1615,22,Business Analytics
Student_1616,Roll1616,22,Electrical Engineering
Student_1617,Roll1617,22,Artificial Intelligence
Student_1618,Roll1618,23,Electrical Engineering
Student_1619,Roll1619,21,Artificial Intelligence
Student_1620,Roll1620,22,Business Analytics
Student_1621,Roll1621,21,Artificial Intelligence
Student_1622,Roll1622,24,Software Engineering
Student_1623,Roll1623,23,Business Analytics
Student_1624,Roll1624,23,Computer Science
Student_1625,Roll1625,23,Artificial Intelligence
Student_1626,Roll1626,21,Business Analytics
Student_1627,Roll1627,22,Business Analytics
Student_1628,Roll1628,23,Computer Science
Student_1629,Roll1629,22,Artificial Intelligence
Student_1630,Roll1630,24,Business Analytics
Student_1631,Roll1631,21,Software Engineering
Student_1632,Roll1632,23,Business Analytics
Student_1633,Roll1633,22,Software Engineering
Student_1634,Roll1634,21,Computer Science
Student_1635,Roll1635,24,Business Analytics
Student_1636,Roll1636,24,Software Engineering
Student_1637,Roll1637,24,Artificial Intelligence
Student_1638,Roll1638,22,Artificial Intelligence
Student_1639,Roll1639,24,Artificial Intelligence
Student_1640,Roll1640,24,Software Engineering
Student_1641,Roll1641,21,Software Engineering
Student_1642,Roll1642,23,Software Engineering
Student_1643,Roll1643,23,Computer Science
Student_1644,Roll1644,21,Electrical Engineering
Student_1645,Roll1645,24,Artificial Intelligence
Student_1646,Roll1646,23,Artificial Intelligence
Student_1647,Roll1647,23,Electrical Engineering
Student_1648,Roll1648,24,Business Analytics
Student_1649,Roll1649,21,Business Analytics
Student_1650,Roll1650,24,Electrical Engineering
Student_1651,Roll1651,21,Electrical Engineering
Student_1652,Roll1652,23,Artificial Intelligence
Student_1653,Roll1653,24,Business Analytics
Student_1654,Roll1654,24,Artificial Intelligence
Student_1655,Roll1655,21,Artificial Intelligence
Student_1656,Roll1656,22,Electrical Engineering
Student_1657,Roll1657,24,Artificial Intelligence
Student_1658,Roll1658,23,Artificial Intelligence
Student_1659,Roll1659,21,Computer Science
Student_1660,Roll1660,21,Computer Science
Student_1661,Roll1661,22,Software Engineering
Student_1662,Roll1662,23,Computer Science
Student_1663,Roll1663,21,Business Analytics
Student_1664,Roll1664,22,Software Engineering
Student_1665,Roll1665,21,Electrical Engineering
Student_1666,Roll1666,22,Business Analytics
Student_1667,Roll1667,22,Business Analytics
Student_1668,Roll1668,22,Business Analytics
Student_1669,Roll1669,21,Software Engineering
Student_1670,Roll1670,21,Artificial Intelligence
Student_1671,Roll1671,22,Electrical Engineering
Student_1672,Roll1672,21,Artificial Intelligence
Student_1673,Roll1673,23,Electrical Engineering
Student_1674,Roll1674,24,Electrical Engineering
Student_1675,Roll1675,24,Software Engineering
Student_1676,Roll1676,23,Computer Science
Student_1677,Roll1677,21,Software Engineering
Student_1678,Roll1678,23,Artificial Intelligence
Student_1679,Roll1679,21,Business Analytics
Student_1680,Roll1680,24,Business Analytics
Student_1681,Roll1681,21,Electrical Engineering
Student_1682,Roll1682,22,Computer Science
Student_1683,Roll1683,23,Electrical Engineering
Student_1684,Roll1684,21,Software Engineering
Student_1685,Roll1685,21,Artificial Intelligence
Student_1686,Roll1686,21,Business Analytics
Student_1687,Roll1687,23,Computer Science
Student_1688,Roll1688,21,Electrical Engineering
Student_1689,Roll1689,21,Artificial Intelligence
Student_1690,Roll1690,22,Software Engineering
Student_1691,Roll1691,23,Software Engineering
Student_1692,Roll1692,21,Business Analytics
Student_1693,Roll1693,22,Artificial Intelligence
Student_1694,Roll1694,21,Artificial Intelligence
Student_1695,Roll1695,21,Business Analytics
Student_1696,Roll1696,22,Electrical Engineering
Student_1697,Roll1697,21,Business Analytics
Student_1698,Roll1698,22,Software Engineering
Student_1699,Roll1699,23,Computer Science
Student_1700,Roll1700,21,Software Engineering
Student_1701,Roll1701,23,Electrical Engineering
Student_1702,Roll1702,22,Business Analytics
Student_1703,Roll1703,24,Electrical Engineering
Student_1704,Roll1704,22,Business Analytics
Student_1705,Roll1705,21,Electrical Engineering
Student_1706,Roll1706,24,Software Engineering
Student_1707,Roll1707,24,Computer Science
Student_1708,Roll1708,22,Business Analytics
Student_1709,Roll1709,24,Artificial Intelligence
Student_1710,Roll1710,23,Artificial Intelligence
Student_1711,Roll1711,23,Business Analytics
Student_1712,Roll1712,21,Software Engineering
Student_1713,Roll1713,24,Software Engineering
Student_1714,Roll1714,24,Computer Science
Student_1715,Roll1715,24,Computer Science
Student_1716,Roll1716,23,Artificial Intelligence
Student_1717,Roll1717,23,Software Engineering
Student_1718,Roll1718,23,Computer Science
Student_1719,Roll1719,24,Artificial Intelligence
Student_1720,Roll1720,21,Computer Science
Student_1721,Roll1721,24,Computer Science
Student_1722,Roll1722,21,Software Engineering
Student_1723,Roll1723,24,Software Engineering
Student_1724,Roll1724,23,Business Analytics
Student_1725,Roll1725,23,Electrical Engineering
Student_1726,Roll1726,24,Computer Science
Student_1727,Roll1727,22,Business Analytics
Student_1728,Roll1728,22,Artificial Intelligence
Student_1729,Roll1729,21,Electrical Engineering
Student_1730,Roll1730,21,Computer Science
Student_1731,Roll1731,22,Computer Science
Student_1732,Roll1732,23,Artificial Intelligence
Student_1733,Roll1733,24,Software Engineering
Student_1734,Roll1734,22,Business Analytics
Student_1735,Roll1735,22,Electrical Engineering
Student_1736,Roll1736,21,Electrical Engineering
Student_1737,Roll1737,24,Electrical Engineering
Student_1738,Roll1738,24,Business Analytics
Student_1739,Roll1739,23,Artificial Intelligence
Student_1740,Roll1740,22,Software Engineering
Student_1741,Roll1741,22,Electrical Engineering
Student_1742,Roll1742,23,Computer Science
Student_1743,Roll1743,21,Artificial Intelligence
Student_1744,Roll1744,22,Computer Science
Student_1745,Roll1745,23,Artificial Intelligence
Student_1746,Roll1746,21,Computer Science
Student_1747,Roll1747,24,Software Engineering
Student_1748,Roll1748,24,Business Analytics
Student_1749,Roll1749,23,Computer Science
Student_1750,Roll1750,23,Business Analytics
Student_1751,Roll1751,23,Electrical Engineering
Student_1752,Roll1752,24,Business Analytics
Student_1753,Roll1753,22,Software Engineering
Student_1754,Roll1754,21,Business Analytics
Student_1755,Roll1755,21,Computer Science
Student_1756,Roll1756,23,Computer Science
Student_1757,Roll1757,24,Software Engineering
Student_1758,Roll1758,22,Artificial Intelligence
Student_1759,Roll1759,22,Computer Science
Student_1760,Roll1760,21,Computer Science
Student_1761,Roll1761,24,Artificial Intelligence
Student_1762,Roll1762,23,Computer Science
Student_1763,Roll1763,24,Electrical Engineering
Student_1764,Roll1764,22,Electrical Engineering
Student_1765,Roll1765,21,Artificial Intelligence
Student_1766,Roll1766,22,Computer Science
Student_1767,Roll1767,22,Artificial Intelligence
Student_1768,Roll1768,22,Computer Science
Student_1769,Roll1769,24,Business Analytics
Student_1770,Roll1770,23,Business Analytics
Student_1771,Roll1771,22,Business Analytics
Student_1772,Roll1772,21,Artificial Intelligence
Student_1773,Roll1773,24,Artificial Intelligence
Student_1774,Roll1774,24,Software Engineering
Student_1775,Roll1775,21,Electrical Engineering
Student_1776,Roll1776,22,Artificial Intelligence
Student_1777,Roll1777,22,Computer Science
Student_1778,Roll1778,22,Electrical Engineering
Student_1779,Roll1779,22,Artificial Intelligence
Student_1780,Roll1780,24,Artificial Intelligence
Student_1781,Roll1781,23,Electrical Engineering
Student_1782,Roll1782,22,Business Analytics
Student_1783,Roll1783,22,Computer Science
Student_1784,Roll1784,23,Computer Science
Student_1785,Roll1785,22,Software Engineering
Student_1786,Roll1786,24,Electrical Engineering
Student_1787,Roll1787,23,Computer Science
Student_1788,Roll1788,23,Business Analytics
Student_1789,Roll1789,24,Business Analytics
Student_1790,Roll1790,22,Software Engineering
Student_1791,Roll1791,23,Electrical Engineering
Student_1792,Roll1792,21,Electrical Engineering
Student_1793,Roll1793,24,Artificial Intelligence
Student_1794,Roll1794,21,Electrical Engineering
Student_1795,Roll1795,24,Computer Science
Student_1796,Roll1796,22,Software Engineering
Student_1797,Roll1797,22,Electrical Engineering
Student_1798,Roll1798,22,Business Analytics
Student_1799,Roll1799,22,Artificial Intelligence
Student_1800,Roll1800,24,Computer Science
Student_1801,Roll1801,24,Artificial Intelligence
Student_1802,Roll1802,21,Business Analytics
Student_1803,Roll1803,22,Computer Science
Student_1804,Roll1804,21,Business Analytics
Student_1805,Roll1805,21,Software Engineering
Student_1806,Roll1806,22,Business Analytics
Student_1807,Roll1807,21,Artificial Intelligence
Student_1808,Roll1808,21,Electrical Engineering
Student_1809,Roll1809,24,Business Analytics
Student_1810,Roll1810,22,Software Engineering
Student_1811,Roll1811,24,Electrical Engineering
Student_1812,Roll1812,23,Business Analytics
Student_1813,Roll1813,22,Computer Science
Student_1814,Roll1814,22,Business Analytics
Student_1815,Roll1815,24,Electrical Engineering
Student_1816,Roll1816,22,Business Analytics
Student_1817,Roll1817,22,Artificial Intelligence
Student_1818,Roll1818,21,Business Analytics
Student_1819,Roll1819,23,Business Analytics
Student_1820,Roll1820,21,Electrical Engineering
Student_1821,Roll1821,21,Electrical Engineering
Student_1822,Roll1822,24,Business Analytics
Student_1823,Roll1823,21,Artificial Intelligence
Student_1824,Roll1824,23,Artificial Intelligence
Student_1825,Roll1825,22,Business Analytics
Student_1826,Roll1826,22,Computer Science
Student_1827,Roll1827,21,Business Analytics
Student_1828,Roll1828,23,Software Engineering
Student_1829,Roll1829,23,Business Analytics
Student_1830,Roll1830,23,Software Engineering
Student_1831,Roll1831,21,Computer Science
Student_1832,Roll1832,23,Software Engineering
Student_1833,Roll1833,24,Software Engineering
Student_1834,Roll1834,22,Software Engineering
Student_1835,Roll1835,22,Artificial Intelligence
Student_1836,Roll1836,24,Business Analytics
Student_1837,Roll1837,22,Artificial Intelligence
Student_1838,Roll1838,21,Electrical Engineering
Student_1839,Roll1839,23,Electrical Engineering
Student_1840,Roll1840,24,Electrical Engineering
Student_1841,Roll1841,21,Business Analytics
Student_1842,Roll1842,22,Software Engineering
Student_1843,Roll1843,21,Software Engineering
Student_1844,Roll1844,22,Business Analytics
Student_1845,Roll1845,22,Artificial Intelligence
Student_1846,Roll1846,23,Business Analytics
Student_1847,Roll1847,21,Software Engineering
Student_1848,Roll1848,22,Artificial Intelligence
Student_1849,Roll1849,24,Artificial Intelligence
Student_1850,Roll1850,22,Electrical Engineering
Student_1851,Roll1851,23,Business Analytics
Student_1852,Roll1852,24,Computer Science
Student_1853,Roll1853,23,Computer Science
Student_1854,Roll1854,22,Artificial Intelligence
Student_1855,Roll1855,24,Computer Science
Student_1856,Roll1856,24,Artificial Intelligence
Student_1857,Roll1857,21,Business Analytics
Student_1858,Roll1858,21,Computer Science
Student_1859,Roll1859,21,Computer Science
Student_1860,Roll1860,24,Software Engineering
Student_1861,Roll1861,21,Business Analytics
Student_1862,Roll1862,21,Artificial Intelligence
Student_1863,Roll1863,22,Computer Science
Student_1864,Roll1864,23,Electrical Engineering
Student_1865,Roll1865,22,Computer Science
Student_1866,Roll1866,21,Business Analytics
Student_1867,Roll1867,22,Artificial Intelligence
Student_1868,Roll1868,22,Software Engineering
Student_1869,Roll1869,23,Artificial Intelligence
Student_1870,Roll1870,24,Artificial Intelligence
Student_1871,Roll1871,23,Electrical Engineering
Student_1872,Roll1872,23,Computer Science
Student_1873,Roll1873,24,Business Analytics
Student_1874,Roll1874,24,Business Analytics
Student_1875,Roll1875,24,Artificial Intelligence
Student_1876,Roll1876,22,Artificial Intelligence
Student_1877,Roll1877,23,Computer Science
Student_1878,Roll1878,21,Business Analytics
Student_1879,Roll1879,21,Electrical Engineering
Student_1880,Roll1880,22,Business Analytics
Student_1881,Roll1881,22,Computer Science
Student_1882,Roll1882,21,Artificial Intelligence
Student_1883,Roll1883,22,Electrical Engineering
Student_1884,Roll1884,22,Artificial Intelligence
Student_1885,Roll1885,22,Electrical Engineering
Student_1886,Roll1886,21,Electrical Engineering
Student_1887,Roll1887,21,Business Analytics
Student_1888,Roll1888,23,Artificial Intelligence
Student_1889,Roll1889,21,Electrical Engineering
Student_1890,Roll1890,21,Electrical Engineering
Student_1891,Roll1891,23,Software Engineering
Student_1892,Roll1892,21,Electrical Engineering
Student_1893,Roll1893,23,Business Analytics
Student_1894,Roll1894,24,Software Engineering
Student_1895,Roll1895,23,Computer Science
Student_1896,Roll1896,22,Computer Science
Student_1897,Roll1897,24,Electrical Engineering
Student_1898,Roll1898,21,Computer Science
Student_1899,Roll1899,23,Computer Science
Student_1900,Roll1900,21,Business Analytics
Student_1901,Roll1901,23,Software Engineering
Student_1902,Roll1902,22,Software Engineering
Student_1903,Roll1903,22,Software Engineering
Student_1904,Roll1904,21,Electrical Engineering
Student_1905,Roll1905,23,Electrical Engineering
Student_1906,Roll1906,23,Business Analytics
Student_1907,Roll1907,23,Computer Science
Student_1908,Roll1908,24,Artificial Intelligence
Student_1909,Roll1909,21,Electrical Engineering
Student_1910,Roll1910,23,Computer Science
Student_1911,Roll1911,22,Electrical Engineering
Student_1912,Roll1912,21,Electrical Engineering
Student_1913,Roll1913,23,Business Analytics
Student_1914,Roll1914,24,Electrical Engineering
Student_1915,Roll1915,21,Computer Science
Student_1916,Roll1916,23,Software Engineering
Student_1917,Roll1917,22,Artificial Intelligence
Student_1918,Roll1918,21,Electrical Engineering
Student_1919,Roll1919,22,Computer Science
Student_1920,Roll1920,22,Electrical Engineering
Student_1921,Roll1921,22,Computer Science
Student_1922,Roll1922,22,Computer Science
Student_1923,Roll1923,21,Electrical Engineering
Student_1924,Roll1924,23,Computer Science
Student_1925,Roll1925,21,Business Analytics
Student_1926,Roll1926,22,Business Analytics
Student_1927,Roll1927,21,Computer Science
Student_1928,Roll1928,24,Business Analytics
Student_1929,Roll1929,21,Computer Science
Student_1930,Roll1930,22,Artificial Intelligence
Student_1931,Roll1931,24,Computer Science
Student_1932,Roll1932,21,Software Engineering
Student_1933,Roll1933,24,Electrical Engineering
Student_1934,Roll1934,24,Software Engineering
Student_1935,Roll1935,23,Computer Science
Student_1936,Roll1936,23,Computer Science
Student_1937,Roll1937,22,Artificial Intelligence
Student_1938,Roll1938,21,Computer Science
Student_1939,Roll1939,23,Electrical Engineering
Student_1940,Roll1940,22,Artificial Intelligence
Student_1941,Roll1941,22,Artificial Intelligence
Student_1942,Roll1942,23,Business Analytics
Student_1943,Roll1943,21,Computer Science
Student_1944,Roll1944,24,Artificial Intelligence
Student_1945,Roll1945,22,Business Analytics
Student_1946,Roll1946,23,Software Engineering
Student_1947,Roll1947,23,Electrical Engineering
Student_1948,Roll1948,22,Artificial Intelligence
Student_1949,Roll1949,21,Artificial Intelligence
Student_1950,Roll1950,23,Software Engineering
Student_1951,Roll1951,23,Artificial Intelligence
Student_1952,Roll1952,23,Electrical Engineering
Student_1953,Roll1953,24,Artificial Intelligence
Student_1954,Roll1954,22,Computer Science
Student_1955,Roll1955,23,Computer Science
Student_1956,Roll1956,22,Electrical Engineering
Student_1957,Roll1957,24,Software Engineering
Student_1958,Roll1958,23,Business Analytics
Student_1959,Roll1959,23,Electrical Engineering
Student_1960,Roll1960,22,Software Engineering
Student_1961,Roll1961,23,Artificial Intelligence
Student_1962,Roll1962,22,Artificial Intelligence
Student_1963,Roll1963,22,Business Analytics
Student_1964,Roll1964,24,Electrical Engineering
Student_1965,Roll1965,22,Electrical Engineering
Student_1966,Roll1966,23,Electrical Engineering
Student_1967,Roll1967,24,Software Engineering
Student_1968,Roll1968,22,Business Analytics
Student_1969,Roll1969,21,Electrical Engineering
Student_1970,Roll1970,23,Software Engineering
Student_1971,Roll1971,24,Artificial Intelligence
Student_1972,Roll1972,22,Electrical Engineering
Student_1973,Roll1973,21,Artificial Intelligence
Student_1974,Roll1974,22,Computer Science
Student_1975,Roll1975,23,Artificial Intelligence
Student_1976,Roll1976,22,Software Engineering
Student_1977,Roll1977,24,Electrical Engineering
Student_1978,Roll1978,24,Electrical Engineering
Student_1979,Roll1979,22,Software Engineering
Student_1980,Roll1980,22,Computer Science
Student_1981,Roll1981,22,Business Analytics
Student_1982,Roll1982,24,Software Engineering
Student_1983,Roll1983,22,Artificial Intelligence
Student_1984,Roll1984,22,Electrical Engineering
Student_1985,Roll1985,24,Software Engineering
Student_1986,Roll1986,22,Electrical Engineering
Student_1987,Roll1987,23,Artificial Intelligence
Student_1988,Roll1988,21,Artificial Intelligence
Student_1989,Roll1989,21,Software Engineering
Student_1990,Roll1990,22,Artificial Intelligence
Student_1991,Roll1991,21,Business Analytics
Student_1992,Roll1992,22,Business Analytics
Student_1993,Roll1993,22,Artificial Intelligence
Student_1994,Roll1994,22,Computer Science
Student_1995,Roll1995,24,Computer Science
Student_1996,Roll1996,23,Computer Science
Student_1997,Roll1997,22,Business Analytics
Student_1998,Roll1998,24,Software Engineering
Student_1999,Roll1999,24,Artificial Intelligence
Student_2000,Roll2000,23,Electrical Engineering
Student_2001,Roll2001,23,Artificial Intelligence
Student_2002,Roll2002,22,Electrical Engineering
Student_2003,Roll2003,21,Artificial Intelligence
Student_2004,Roll2004,22,Business Analytics
Student_2005,Roll2005,24,Artificial Intelligence
Student_2006,Roll2006,23,Electrical Engineering
Student_2007,Roll2007,24,Business Analytics
Student_2008,Roll2008,22,Software Engineering
Student_2009,Roll2009,24,Computer Science
Student_2010,Roll2010,23,Business Analytics
Student_2011,Roll2011,22,Electrical Engineering
Student_2012,Roll2012,23,Software Engineering
Student_2013,Roll2013,24,Computer Science
Student_2014,Roll2014,22,Artificial Intelligence
Student_2015,Roll2015,22,Computer Science
